"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,223,1312,81/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,294,1312,75/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,364,1312,58/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,410,1312,66/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,451,1312,98/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,543,1312,75/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,601,1312,87/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,671,1312,93/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,754,1312,82/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,819,1312,91/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,906,1312,64/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,947,1312,96/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,1033,1312,82/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,1098,1312,92/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,1177,1312,86/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,1249,1312,87/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,1327,1312,74/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,1389,1312,74/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,1446,1312,87/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,1522,1312,79/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,1591,1312,73/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,1652,1312,73/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,1711,1312,76/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,1781,1312,62/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,1829,1312,73/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,1892,1312,67/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,1937,1312,94/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,2021,1312,81/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,2098,1312,61/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,2140,1312,81/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,2213,1312,70/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,2266,1312,84/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,2335,1312,86/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,2413,1312,72/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,2471,1312,76/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,2533,1312,82/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,2607,1312,70/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,2670,1312,60/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,2711,1312,82/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,2782,1312,78/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,2847,1312,78/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,2911,1312,80/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,2981,1312,72/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,3040,1312,74/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,3106,1312,66/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,3152,1312,87/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0001/327,3225,1312,146/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0002/374,237,1312,76/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0002/374,302,1312,73/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0002/374,365,1312,69/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0002/374,422,1312,72/full/0/default.jpg"
"https://stacks.stanford.edu/image/iiif/jp117jd8338%2Fjp117jd8338_00_0002/374,473,1312,93/full/0/default.jpg"
